"study_id","pmid","condition","body_site","taxon","ncbi_id","direction","sequencing_type","statistical_test","host_species","country","study_design"
"bsdb:21820992/4/1","21820992","Irritable bowel syndrome","Feces","Tannerella",195950,"decreased","16S","T-Test","Homo sapiens","Finland","case-control,prospective cohort"
"bsdb:21820992/4/1","21820992","Irritable bowel syndrome","Feces","uncultured Bacteroidota bacterium",152509,"decreased","16S","T-Test","Homo sapiens","Finland","case-control,prospective cohort"
"bsdb:21820992/4/1","21820992","Irritable bowel syndrome","Feces","uncultured Clostridia bacterium",244328,"decreased","16S","T-Test","Homo sapiens","Finland","case-control,prospective cohort"
"bsdb:21820992/4/2","21820992","Irritable bowel syndrome","Feces","Aneurinibacillus",55079,"increased","16S","T-Test","Homo sapiens","Finland","case-control,prospective cohort"
"bsdb:21820992/4/2","21820992","Irritable bowel syndrome","Feces","Streptococcus intermedius",1338,"increased","16S","T-Test","Homo sapiens","Finland","case-control,prospective cohort"
"bsdb:21820992/4/2","21820992","Irritable bowel syndrome","Feces","[Clostridium] leptum",1535,"increased","16S","T-Test","Homo sapiens","Finland","case-control,prospective cohort"
"bsdb:21820992/4/2","21820992","Irritable bowel syndrome","Feces","Flavonifractor plautii",292800,"increased","16S","T-Test","Homo sapiens","Finland","case-control,prospective cohort"
"bsdb:21820992/4/2","21820992","Irritable bowel syndrome","Feces","Papillibacter",100175,"increased","16S","T-Test","Homo sapiens","Finland","case-control,prospective cohort"
"bsdb:21820992/4/2","21820992","Irritable bowel syndrome","Feces","Dialister",39948,"increased","16S","T-Test","Homo sapiens","Finland","case-control,prospective cohort"
"bsdb:21820992/4/2","21820992","Irritable bowel syndrome","Feces","Peptococcus",2740,"increased","16S","T-Test","Homo sapiens","Finland","case-control,prospective cohort"
"bsdb:21820992/4/2","21820992","Irritable bowel syndrome","Feces","Anaerovorax",109326,"increased","16S","T-Test","Homo sapiens","Finland","case-control,prospective cohort"
"bsdb:21820992/4/2","21820992","Irritable bowel syndrome","Feces","Clostridioides difficile",1496,"increased","16S","T-Test","Homo sapiens","Finland","case-control,prospective cohort"
"bsdb:21820992/4/2","21820992","Irritable bowel syndrome","Feces","Blautia",572511,"increased","16S","T-Test","Homo sapiens","Finland","case-control,prospective cohort"
"bsdb:21820992/4/2","21820992","Irritable bowel syndrome","Feces","Marvinbryantia",248744,"increased","16S","T-Test","Homo sapiens","Finland","case-control,prospective cohort"
"bsdb:21820992/4/2","21820992","Irritable bowel syndrome","Feces","Faecalimonas nexilis",29361,"increased","16S","T-Test","Homo sapiens","Finland","case-control,prospective cohort"
"bsdb:21820992/4/2","21820992","Irritable bowel syndrome","Feces","[Clostridium] symbiosum",1512,"increased","16S","T-Test","Homo sapiens","Finland","case-control,prospective cohort"
"bsdb:21820992/4/2","21820992","Irritable bowel syndrome","Feces","Coprococcus eutactus",33043,"increased","16S","T-Test","Homo sapiens","Finland","case-control,prospective cohort"
"bsdb:21820992/4/2","21820992","Irritable bowel syndrome","Feces","Dorea",189330,"increased","16S","T-Test","Homo sapiens","Finland","case-control,prospective cohort"
"bsdb:21820992/4/2","21820992","Irritable bowel syndrome","Feces","Lachnospira",28050,"increased","16S","T-Test","Homo sapiens","Finland","case-control,prospective cohort"
"bsdb:21820992/4/2","21820992","Irritable bowel syndrome","Feces","Roseburia",841,"increased","16S","T-Test","Homo sapiens","Finland","case-control,prospective cohort"
"bsdb:21820992/4/2","21820992","Irritable bowel syndrome","Feces","Mediterraneibacter gnavus",33038,"increased","16S","T-Test","Homo sapiens","Finland","case-control,prospective cohort"
"bsdb:21820992/4/2","21820992","Irritable bowel syndrome","Feces","[Ruminococcus] lactaris",46228,"increased","16S","T-Test","Homo sapiens","Finland","case-control,prospective cohort"
"bsdb:22180058/1/1","22180058","Irritable bowel syndrome","Feces","Faecalibacterium",216851,"decreased","16S","Mann-Whitney (Wilcoxon)","Homo sapiens","Ireland",NA
"bsdb:22180058/1/1","22180058","Irritable bowel syndrome","Feces","Roseburia",841,"decreased","16S","Mann-Whitney (Wilcoxon)","Homo sapiens","Ireland",NA
"bsdb:22180058/1/2","22180058","Irritable bowel syndrome","Feces","Enterobacteriaceae",543,"increased","16S","Mann-Whitney (Wilcoxon)","Homo sapiens","Ireland",NA
"bsdb:22180058/1/3","22180058","Irritable bowel syndrome","Feces","Bifidobacterium",1678,"decreased","16S","Mann-Whitney (Wilcoxon)","Homo sapiens","Ireland",NA
"bsdb:19849869/1/1","19849869","Obesity","Feces","Faecalibacterium prausnitzii",853,"increased","16S","Mann-Whitney (Wilcoxon)","Homo sapiens","India","case-control"
"bsdb:20844065/1/1","20844065","Obesity","Feces","Bacteroides",816,"decreased","16S","Mann-Whitney (Wilcoxon)","Homo sapiens","Finland","time series / longitudinal observational"
"bsdb:20844065/1/1","20844065","Obesity","Feces","Prevotella",838,"decreased","16S","Mann-Whitney (Wilcoxon)","Homo sapiens","Finland","time series / longitudinal observational"
"bsdb:20844065/2/1","20844065","Obesity","Feces","Hathewaya histolytica",1498,"increased","16S","Mann-Whitney (Wilcoxon)","Homo sapiens","Finland","time series / longitudinal observational"
"bsdb:20844065/2/1","20844065","Obesity","Feces","Bifidobacterium catenulatum",1686,"increased","16S","Mann-Whitney (Wilcoxon)","Homo sapiens","Finland","time series / longitudinal observational"
"bsdb:20844065/3/1","20844065","Obesity","Feces","Bacteroides",816,"decreased","16S","Mann-Whitney (Wilcoxon)","Homo sapiens","Finland","time series / longitudinal observational"
"bsdb:20844065/3/1","20844065","Obesity","Feces","Prevotella",838,"decreased","16S","Mann-Whitney (Wilcoxon)","Homo sapiens","Finland","time series / longitudinal observational"
"bsdb:20844065/4/1","20844065","Obesity","Feces","Hathewaya histolytica",1498,"increased","16S","Mann-Whitney (Wilcoxon)","Homo sapiens","Finland","time series / longitudinal observational"
"bsdb:21829158/1/1","21829158","Obesity","Feces","Lactobacillus",1578,"increased","16S","Mann-Whitney (Wilcoxon)","Homo sapiens","France","case-control"
"bsdb:21829158/1/2","21829158","Obesity","Feces","Methanobrevibacter smithii",2173,"decreased","16S","Mann-Whitney (Wilcoxon)","Homo sapiens","France","case-control"
"bsdb:21829158/1/2","21829158","Obesity","Feces","Bifidobacterium animalis",28025,"decreased","16S","Mann-Whitney (Wilcoxon)","Homo sapiens","France","case-control"
"bsdb:21829158/1/2","21829158","Obesity","Feces","Lacticaseibacillus paracasei",1597,"decreased","16S","Mann-Whitney (Wilcoxon)","Homo sapiens","France","case-control"
"bsdb:21829158/1/2","21829158","Obesity","Feces","Lactiplantibacillus plantarum",1590,"decreased","16S","Mann-Whitney (Wilcoxon)","Homo sapiens","France","case-control"
"bsdb:22546742/1/1","22546742","Obesity","Feces","Enterobacteriaceae",543,"increased","16S","Mann-Whitney (Wilcoxon)","Homo sapiens","Sweden","case-control"
"bsdb:22546742/1/2","22546742","Obesity","Feces","Akkermansia muciniphila",239935,"decreased","16S","Mann-Whitney (Wilcoxon)","Homo sapiens","Sweden","case-control"
"bsdb:22546742/1/2","22546742","Obesity","Feces","Desulfovibrio",872,"decreased","16S","Mann-Whitney (Wilcoxon)","Homo sapiens","Sweden","case-control"
"bsdb:23032991/1/1","23032991","Obesity","Feces","Faecalibacterium prausnitzii",853,"increased","WMS","ANOVA","Homo sapiens","Germany","case-control"
"bsdb:23032991/1/2","23032991","Obesity","Feces","Thomasclavelia spiroformis",29348,"decreased","WMS","ANOVA","Homo sapiens","Germany","case-control"
"bsdb:23032991/1/2","23032991","Obesity","Feces","Brachyspira hyodysenteriae",159,"decreased","WMS","ANOVA","Homo sapiens","Germany","case-control"
"bsdb:23032991/1/2","23032991","Obesity","Feces","Fusobacterium periodonticum",860,"decreased","WMS","ANOVA","Homo sapiens","Germany","case-control"
"bsdb:23459324/1/1","23459324","Obesity","Feces","Bacteroidota",976,"decreased","WMS","Chi-Square","Homo sapiens","France","cross-sectional observational, not case-control"
"bsdb:23459324/2/1","23459324","Obesity","Feces","Methanobrevibacter smithii",2173,"decreased","WMS","Chi-Square","Homo sapiens","France","cross-sectional observational, not case-control"
"bsdb:23459324/3/1","23459324","Obesity","Feces","Bifidobacterium animalis",28025,"decreased","WMS","Chi-Square","Homo sapiens","France","cross-sectional observational, not case-control"
"bsdb:23459324/3/2","23459324","Obesity","Feces","Limosilactobacillus reuteri",1598,"increased","WMS","Chi-Square","Homo sapiens","France","cross-sectional observational, not case-control"
